final_text,Sentiment,label
aviva promise higher dividend boost flagging share price,positive,2
sale price sale gain 31 mln euro $ 45 mln recognized incap 's earnings 2007,positive,2
warren buffett defends berkshire hathaway 's conglomerate structure,positive,2
operating margin came 24 % 57 %,negative,0
25 march 2011 finnish electronics contract manufacturer scanfil oyj hel scf1v said today plan merge wholly owned scanfil em group ojalayhtyma oy hit snag shareholder domestic rival rejected deal,negative,0
$ gld httpstksco44ow closer inspection resistance 10 point north 200d downward trendline chart 2 2,negative,0
nordic bank already write sizable loan latvia swedbank nordea dnb seb reporting combined loss excess $ 135 billion period 2007 2010 backdrop near economic meltdown latvia,negative,0
spokesperson told wwd expect 5050 mix clothing home decor,neutral,1
alexandria va july 11 hannu kahonen juuka finland developed ornamental design handle fire pit door u patent trademark office announced,neutral,1
london stock exchange â deutsche boerse merger threat brexit,negative,0
operating profit quarter apriljune 2006 amounted eur182 2 sale eur3 62 bn,neutral,1
negotiation resulted reduction 80 people regular employment around half covered pension arrangement,negative,0
term transaction remained undisclosed,neutral,1
also confirmed earnings guidance whole 2009 issued report whole 2008,neutral,1
$ aapl taking short punishing reminder spear strongest herd,positive,2
london stock exchange â deutsche boerse merger threat brexit,negative,0
valeant ceo pledge heed critic painful ' experience,negative,0
merisatama far corner world asfaltti osakeyhtiâ lemminkñinen established 1910 group master builder helsinki specialist business subcontractor,neutral,1
finlandbased international machinery rental company ramirent plc omx helsinki rmr1v reported friday 15 august operating profit eur65 0 net sale eur342 9 period januaryjune 2008,neutral,1
royal dutch shell profit rise dividend 4 %,positive,2
companiesandmarketscom provides wide range research report industry statistic competitive intelligence industrial sector,neutral,1
rbi surprise street sensex pares gain hitting mount 30k,negative,0
beef import fell slightly 2006 14mn kilo,neutral,1
tesco sell half stake ecommerce site lazada alibaba â90m,neutral,1
first time finnair awarded agreement uk government,positive,2
pleased fine cooperation two country recent time said,positive,2
result transaction aggregate holding burrill life science capital fund lp decreased 5 per cent total number share vote company,negative,0
standard chartered 's share plunge 7 % fitch downgrade,negative,0
poyry recognized one world 's leading advisor global forestry industry,positive,2
pnc goldman sachs receive dividend hike green light n't act httpstksco2pa7 $ pnc $ g,positive,2
$ hal bull lucky enuff get upside gap fill better take would n't chase httpstkscor12us,neutral,1
glencore blame rival creating metal glut,negative,0
expects revenue $ 84 billion $ 87 billion compared analyst estimate $ 867 billion,neutral,1
company report loss period eur 04 mn compared loss eur 19 mn corresponding period 2005,positive,2
nordic business report17 january 2006efore plc inaugurates new plant estonia 19982006 m2 communication ltd finnish power electronics manufacturer efore plc said tuesday 17 january inaugurating new plant parnu estonia,neutral,1
workforce reduced also amsterdam office netherlands,negative,0
food trade sale amounted eur320 1 decline 11 %,negative,0
revenue slightly x20ac 495 million $ 634 million compared x20ac 497 million year earlier,negative,0
pharmaceutical group orion corp reported fall thirdquarter earnings hit larger expenditure rd marketing,negative,0
finnish metal product company componenta oyj net profit went slightly 251 mln euro $ 402 mln first half 2008 254 mln euro $ 407 mln period 2007,neutral,1
scottrade $ tsla available shorting time $ w,negative,0
refilehikma barclays help britain 's ftse climb higher,positive,2
finnish retail software developer aldata solution oyj reported net loss 117 mln euro $ 172 mln 2007 versus net profit 25 mln euro $ 37 mln 2006,negative,0
order received grew 55 % yearonyear eur732m,positive,2
allows young child move forward life ``,positive,2
layoff implemented using parttime employment contract,neutral,1
januaryjune 2010 diluted loss per share stood eur0 3 versus eur0 1 first half 2009,negative,0
last quarter 2010 componenta 's net sale doubled eur131m eur76m period year earlier moved zero pretax profit pretax loss eur7m,positive,2
adpnews may 4 2010 finnish cutlery hand tool maker fiskars oyj abp hel fisa said today net profit declined eur 129 million usd 17m first quarter 2010 eur 17 million correspond,negative,0
unc charlotte would also deploy ssh tectia connector enable secure application connectivity,neutral,1
igrid show $ dia capped long term range 12340 12477any rally beyond today 's level range lead meltdown,negative,0
following transaction lundbeck worldwide right nalmefene excluding north america mexico turkey southkorea,positive,2
hsbc appoints business leader board,positive,2
steelmaker said drop profit explained continuing economic uncertainty mixed current drought bank lending resulting decline demand product customer find increasingly difficult fund operation,negative,0
image data produced browser phone server converted bitmapped image sent handset display ``,neutral,1
finnish law parliament grant licence build nuclear power plant,neutral,1
unilever profit rise despite sale slump china,positive,2
hearst able consolidate 20 % russian market advertising press purchase,positive,2
workforce reduced also amsterdam office netherlands,negative,0
mugatushair time short $ tsla,negative,0
market share decreased route helsinki finland tallinn estonia 01 percentage point 248 %,negative,0
offer client integrated management consulting total solution complex project efficient bestinclass design supervision,neutral,1
first quarter underlying operating profit rose 41 mln eur 33 mln year earlier,positive,2
based negotiation personnel 20 % indicated willingness move new location,neutral,1
$ nugt longer term bullish,positive,2
update 1nomura rb must pay $ 806 mln mortgage bond caseus judge,negative,0
press release 9 october 2009 ruukki signed contract deliver install steel structure bridge kyronsalmi strait savonlinna finland,positive,2
contract next year,neutral,1
finnish company sold uk operation consisting 50 staff office london birmingham manchester part deal hampden july 2001 europeanwide property casualty arm sampo industrial,neutral,1
financial detail disclosed,neutral,1
$ rimm $ spx $ nya $ compq $ djia going,negative,0
finnish power supply solution system provider efore oyj said net loss widened 32 mln euro $ 42 mln first quarter fiscal 20062007 ending october 31 2007 900000 euro $ 12 mln period fiscal 200506,negative,0
ethanol would made barley production could start 2008,neutral,1
irish housebuilder cairn home plan london listing,positive,2
financial term disclosed,neutral,1
bridge built south existing bridge spanning strait,neutral,1
pleased working fujitsu ntt docomo advance progress lte `` said juergen walter head converged core nokia siemens network,positive,2
steek set 2002 based bordeaux southwestern france,neutral,1
efficiency improvement measure 20 january 2010 finnish stationery gift retailer tiimari hel tii1v said today continue improve operational efficiency focusing profitable core operation,positive,2
scanfil also issued profit warning,negative,0
rautaruukki corporation stock exchange release 3 december 2009 12 noon ruukki 's construction engineering division improve adjust operation finland,positive,2
negotiation concern plant 's department producing winded roving employ 10 people,neutral,1
lithuanian beer market made 1441 million liter january rise 08 percent yearearlier figure lithuanian brewer ' association reporting citing result member,positive,2
return flight stuttgart every morning well evening departure thursday friday sunday,neutral,1
