final_text,Sentiment
adpnews may 4 2010 finnish cutlery hand tool maker fiskars oyj abp hel fisa said today net profit declined eur 129 million usd 17m first quarter 2010 eur 17 million correspond,neutral
maximum 666104 new share subscribed exercising b option 2004 stock option plan,neutral
inspects company strategic strength weakness,neutral
planned closing date provided,neutral
lemminkainen group headquartered helsinki finland operates sector construction industry civil engineering building contracting technical building service building material industry,neutral
implementation deal subject approval finnish competition authority,neutral
microsoft also churned courtship agreeing use navteq mapping service offered company nokia bought $ 81 billion year ago,positive
geosolutions team provides intriguing new technology combining gps mobilebased technology together internetbased social networking,neutral
3c expo signature show dongguan supported dongguan municipal government every year featuring computer accessory software communication network product,neutral
pharmaceutical poland brandnew market analysis give clear overview actual situation future outlook pharmaceutical market poland,neutral
trading new share right dividend distribution fund start exchange helsinki tomorrow,neutral
dualfuel engine vessel operate liquefied natural gas lng low emission,neutral
among finnish share traded u stora enso closed 033 pct lower 1211 eur upmkymmene 028 pct 1810 eur metso 013 pct 3106 eur,neutral
addition presentation held president ceo kai telanne cfo tuomas itkonen participant opportunity discus member company 's management,neutral
change holding accordance chapter 2 section 9 finnish security market act described,neutral
capman partner able develop business continue focus providing quality restaurant service customer `` say christopher wynne ceo papa john 's russia,positive
crane would installed onboard two freighter ordered singaporean ship owner masterbulk,neutral
business divested generates consolidated net sale eur 60 million annually currently 640 employee,neutral
adpnews feb 5 2010 finnish real estate investor sponda oyj hel sda1v said today slipped net loss eur 815 million usd 118 2009 profit eur 293 million 2008,neutral
company eur2 8 bn asset count among five largest shareholder finnish insurer ilmarinen 434 % varma 070 % well finnish state pension fund ver 061 %,neutral
addition 29 employee laid notice whole workforce laid short period needed,neutral
chessnwine $ iwm 30minute chart small cap threatening descending triangle breakdown $ 11020 httpstkscor0kkm,negative
corporate update c 19952009 m2 communication ltd finnish technology group teleste corporation omx helsinki tlt1v reported wednesday 4 february operating profit eur5 6 net sale eur108 7 year 2008,neutral
stockholmbased nordea bank sto nda said yesterday hired casper von koskull lead corporate merchant banking capital market unit effective 1 september,neutral
total need staff cut corresponds 300 manyears,negative
finnish fiber plastic product maker suominen corporation said net loss narrowed 16 mln euro $ 20 mln first nine month 2006 216 mln euro $ 27 mln period 2005,positive
companiesfresnillo share jump 8 % silver price break $ 21,positive
bluewin security available monthly subscription,neutral
operating profit eur 114 mn eur 75 mn,positive
finnish raisio diagnostics launching new dnabased quick test ensure safety food,positive
nonrecurring cost caused talentum 's premedia business area restructuring amount 20 mln euro $ 27 mln included company 's financial result second quarter 2007,neutral
finnish software developer basware oyj said november 30 2006 u subsidiary basware inc order provide software contract lifecycle management unnamed u medical technology company,positive
chain unite 4550 centre end 2008,neutral
important thing keep bank 's existing 15000 customer,neutral
price stainless steel also rose europe,neutral
sweden gallerix accumulated sek denominated sale 1 % eur denominated sale 11 %,neutral
$ isrg isrg short httpstkscof1vvu httpstkscoc1qrm,negative
$ dara breaking,positive
total 38244 new citycon share nominal value eur 135 per share subscribed 19 april exercising abc option based company 's stock option plan 1999,neutral
$ aapl 'm sure short holding breath hoping miracle lol,positive
management decided end 2005 increase cathode copper capacity,neutral
image data produced browser phone server converted bitmapped image sent handset display ``,neutral
shire say internal synergy goal baxalta deal higher,positive
one largest project magazine division sanomawsoy sanoma magazine international 2006 became launch russian magazine gloriya,neutral
finnish airline finnair starting temporary layoff cabin crew february 2010,neutral
seller founder company,neutral
foodservice consumer good market served approximately 13000 people 54 manufacturing unit several sale office 33 country,neutral
acquisition frozen food fish sector long synergy lñnnen tehtaat 's business,neutral
$ gnrc finding support 10day line far,positive
transaction agreement metsaliitto purchase 247 % metsabotnia 's share upm 3 % mreal,neutral
britain 's ftse fall back ashtead commodity pressure,negative
sale seppala diminished 6 per cent,neutral
$ bbry bye bye sammy hello bb sound like 'll see green tomorrow,positive
capacity cut 14 % passenger load factor 78 percentage point,negative
rockwell collins provider flight deck cabin information management solution business aircraft operator,neutral
floor area yliopistonrinne project 7900 sq building 's gross area total 12800 sq total 251 % facility let,neutral
$ nflx vision short term consolidation movement higher httpstkscoj05uu,positive
theodosopoulos said tellabs could value nokia siemens nortel given leading supply status `` verizon along highgrowth product,positive
current position manty worked since 1996,neutral
new production plant company would increase capacity meet expected increase demand would improve use raw material therefore increase production profitability,positive
analyst view astrazeneca share seen recent volatility 2015,negative
